Best of Gazebo/be quiet (SF Glitch Techno Mix)/be quiet (SF Glitch Techno Mix).sm	be quiet	X. Ythar	X. Ythar	Beginner	2	116	0	0	18	0	0	0	0	0.1551724138	0	0	
Best of Gazebo/be quiet (SF Glitch Techno Mix)/be quiet (SF Glitch Techno Mix).sm	be quiet	X. Ythar	X. Ythar	Easy	4	263	0	0	23	0	0	0	0	0.08745247148	0	0	
Best of Gazebo/be quiet (SF Glitch Techno Mix)/be quiet (SF Glitch Techno Mix).sm	be quiet	X. Ythar	X. Ythar	Hard	10	732	0	0	43	0	0	0	0	0.0587431694	0	0	
Best of Gazebo/be quiet (SF Glitch Techno Mix)/be quiet (SF Glitch Techno Mix).sm	be quiet	X. Ythar	X. Ythar	Medium	8	551	0	0	33	0	0	0	0	0.05989110708	0	0	
Best of Gazebo/Blackout/Blackout.sm	Blackout	Gazebo		Challenge	11	959	38	0	43	0	0	0.03962460897	0	0.04483837331	0	0	
Best of Gazebo/Blust of Wind/Blust of Wind.sm	BLUST OF WIND	Gazebo	Gazebo	Beginner	1	66	0	0	12	0	0	0	0	0.1818181818	0	0	
Best of Gazebo/Blust of Wind/Blust of Wind.sm	BLUST OF WIND	Gazebo	Gazebo	Challenge	9	462	12	1	24	0	0	0.02597402597	0.002164502165	0.05194805195	0	0	
Best of Gazebo/Blust of Wind/Blust of Wind.sm	BLUST OF WIND	Gazebo	Gazebo	Easy	3	153	0	0	12	0	0	0	0	0.07843137255	0	0	
Best of Gazebo/Blust of Wind/Blust of Wind.sm	BLUST OF WIND	Gazebo	Gazebo	Hard	7	311	0	2	29	0	0	0	0.006430868167	0.09324758842	0	0	
Best of Gazebo/Blust of Wind/Blust of Wind.sm	BLUST OF WIND	Gazebo	Gazebo	Medium	5	233	0	0	17	0	0	0	0	0.07296137339	0	0	
Best of Gazebo/B.O.B. Sv/BOB.sm	B.O.B.	Gazebo	Gazebo	Challenge	14	1089	0	0	43	0	0	0	0	0.03948576676	0	0	
Best of Gazebo/B.O.B. Sv/BOB.sm	B.O.B.	Gazebo	Gazebo	Hard	12	977	0	0	43	0	0	0	0	0.0440122825	0	0	
Best of Gazebo/B.O.B. Sv/BOB.sm	B.O.B.	Gazebo	Gazebo	Medium	10	763	6	4	49	1	2	0.007863695937	0.005242463958	0.06422018349	0.00131061599	0.002621231979	
Best of Gazebo/Calcutta (Taxi Taxi Taxi)/Calcutta (Taxi Taxi Taxi).sm	Calcutta	Gazebo	Gazebo	Beginner	1	50	0	0	3	0	0	0	0	0.06	0	0	
Best of Gazebo/Calcutta (Taxi Taxi Taxi)/Calcutta (Taxi Taxi Taxi).sm	Calcutta	Gazebo	Gazebo	Challenge	10	464	4	36	57	0	0	0.008620689655	0.0775862069	0.1228448276	0	0	
Best of Gazebo/Calcutta (Taxi Taxi Taxi)/Calcutta (Taxi Taxi Taxi).sm	Calcutta	Gazebo	Gazebo	Easy	2	89	0	0	6	0	0	0	0	0.06741573034	0	0	
Best of Gazebo/Calcutta (Taxi Taxi Taxi)/Calcutta (Taxi Taxi Taxi).sm	Calcutta	Gazebo	Gazebo	Hard	7	332	0	0	75	0	0	0	0	0.2259036145	0	0	
Best of Gazebo/Calcutta (Taxi Taxi Taxi)/Calcutta (Taxi Taxi Taxi).sm	Calcutta	Gazebo	Gazebo	Medium	5	228	0	1	44	0	0	0	0.004385964912	0.1929824561	0	0	
Best of Gazebo/Center of the Universe/Center of the Universe.sm	Center of the Universe	Gazebo	Gazebo	Challenge	14	2388	0	0	27	0	0	0	0	0.01130653266	0	0	
Best of Gazebo/Concussion/Concussion.sm	Concussion	Gazebo		Challenge	16	3201	0	0	0	5	0	0	0	0	0.001562011871	0	
Best of Gazebo/Die Young SV/Die Young.sm	Die Young	Gazebo	Gazebo	Challenge	12	1158	0	0	41	0	0	0	0	0.03540587219	0	0	
Best of Gazebo/Die Young SV/Die Young.sm	Die Young	Gazebo	Gazebo	Hard	11	1070	0	0	41	0	0	0	0	0.03831775701	0	0	
Best of Gazebo/Diplodocus (Kill The Noise Remix)/Diplodocus (Kill The Noise Remix).sm	Diplodocus	Gazebo	Gazebo	Challenge	13	707	7	1	87	0	1	0.009900990099	0.001414427157	0.1230551627	0	0.001414427157	
Best of Gazebo/Don't Stop the Party SV/Don't Stop the Party.sm	Don't Stop the Party	Gazebo	Gazebo	Challenge	15	1759	0	0	31	0	0	0	0	0.0176236498	0	0	
Best of Gazebo/Don't Stop the Party SV/Don't Stop the Party.sm	Don't Stop the Party	Gazebo	Gazebo	Hard	12	1394	0	0	31	0	0	0	0	0.02223816356	0	0	
Best of Gazebo/Don't Stop the Party SV/Don't Stop the Party.sm	Don't Stop the Party	Gazebo	Gazebo	Medium	11	1269	0	0	44	0	0	0	0	0.03467297084	0	0	
Best of Gazebo/Drive Me Crazy/Drive Me Crazy.sm	Drive Me Crazy	Gazebo	Gazebo	Beginner	1	72	0	0	0	0	0	0	0	0	0	0	
Best of Gazebo/Drive Me Crazy/Drive Me Crazy.sm	Drive Me Crazy	Gazebo	Gazebo	Challenge	11	495	11	0	34	0	0	0.02222222222	0	0.06868686869	0	0	
Best of Gazebo/Drive Me Crazy/Drive Me Crazy.sm	Drive Me Crazy	Gazebo	Gazebo	Easy	4	199	0	0	35	0	0	0	0	0.175879397	0	0	
Best of Gazebo/Drive Me Crazy/Drive Me Crazy.sm	Drive Me Crazy	Gazebo	Gazebo	Hard	8	436	3	0	25	0	0	0.006880733945	0	0.05733944954	0	0	
Best of Gazebo/Drive Me Crazy/Drive Me Crazy.sm	Drive Me Crazy	Gazebo	Gazebo	Medium	6	317	1	0	16	0	0	0.003154574132	0	0.05047318612	0	0	
Best of Gazebo/Eggs (Sanxion7 Remix)/Eggs (Sanxion7 Remix).sm	Eggs	Gazebo	Gazebo	Challenge	10	565	90	0	0	1	0	0.1592920354	0	0	0.001769911504	0	
Best of Gazebo/Eggs (Sanxion7 Remix)/Eggs (Sanxion7 Remix).sm	Eggs	J. Berkowitz	J.Berkowitz	Beginner	1	64	0	0	1	0	0	0	0	0.015625	0	0	
Best of Gazebo/Eggs (Sanxion7 Remix)/Eggs (Sanxion7 Remix).sm	Eggs	J. Berkowitz	J.Berkowitz	Easy	2	122	0	0	0	0	0	0	0	0	0	0	
Best of Gazebo/Eggs (Sanxion7 Remix)/Eggs (Sanxion7 Remix).sm	Eggs	J. Berkowitz	J.Berkowitz	Hard	8	472	0	0	38	0	0	0	0	0.08050847458	0	0	
Best of Gazebo/Eggs (Sanxion7 Remix)/Eggs (Sanxion7 Remix).sm	Eggs	J. Berkowitz	J.Berkowitz	Medium	5	256	0	0	8	0	0	0	0	0.03125	0	0	
Best of Gazebo/Fancy Footwork (Crookers Remix)/Fancy Footwork (Crookers Remix).sm	Fancy Footwork	Gazebo	Gazebo	Beginner	1	82	0	0	32	0	0	0	0	0.3902439024	0	0	
Best of Gazebo/Fancy Footwork (Crookers Remix)/Fancy Footwork (Crookers Remix).sm	Fancy Footwork	Gazebo	Gazebo	Challenge	10	596	46	40	4	1	0	0.07718120805	0.06711409396	0.006711409396	0.001677852349	0	
Best of Gazebo/Fancy Footwork (Crookers Remix)/Fancy Footwork (Crookers Remix).sm	Fancy Footwork	Gazebo	Gazebo	Easy	4	237	0	0	27	0	0	0	0	0.1139240506	0	0	
Best of Gazebo/Fancy Footwork (Crookers Remix)/Fancy Footwork (Crookers Remix).sm	Fancy Footwork	Gazebo	Gazebo	Hard	8	546	16	5	38	4	2	0.0293040293	0.009157509158	0.0695970696	0.007326007326	0.003663003663	
Best of Gazebo/Fancy Footwork (Crookers Remix)/Fancy Footwork (Crookers Remix).sm	Fancy Footwork	Gazebo	Gazebo	Medium	6	338	0	0	28	0	0	0	0	0.08284023669	0	0	
Best of Gazebo/Forever/Forever.sm	Forever	Gazebo	Gazebo	Challenge	14	1979	0	0	21	0	0	0	0	0.01061141991	0	0	
Best of Gazebo/Fuego (Caliente Mix)/Fuego (Caliente Mix).sm	Fuego	Gazebo	Gazebo	Beginner	1	70	0	0	30	0	0	0	0	0.4285714286	0	0	
Best of Gazebo/Fuego (Caliente Mix)/Fuego (Caliente Mix).sm	Fuego	Gazebo	Gazebo	Challenge	12	924	0	16	97	0	0	0	0.01731601732	0.104978355	0	0	
Best of Gazebo/Fuego (Caliente Mix)/Fuego (Caliente Mix).sm	Fuego	Gazebo	Gazebo	Easy	7	296	0	0	1	0	0	0	0	0.003378378378	0	0	
Best of Gazebo/Fuego (Caliente Mix)/Fuego (Caliente Mix).sm	Fuego	Gazebo	Gazebo	Hard	11	798	3	0	8	0	0	0.003759398496	0	0.01002506266	0	0	
Best of Gazebo/Fuego (Caliente Mix)/Fuego (Caliente Mix).sm	Fuego	Gazebo	Gazebo	Medium	9	506	1	0	8	1	0	0.001976284585	0	0.01581027668	0.001976284585	0	
Best of Gazebo/Heart Attack SV/Heart Attack.sm	Heart Attack	Gazebo	Gazebo	Challenge	13	1409	0	0	12	0	0	0	0	0.008516678495	0	0	
Best of Gazebo/Heart Attack SV/Heart Attack.sm	Heart Attack	Gazebo	Gazebo	Hard	13	1310	0	0	17	0	0	0	0	0.01297709924	0	0	
Best of Gazebo/Heart Attack SV/Heart Attack.sm	Heart Attack	Gazebo	Gazebo	Medium	12	924	0	0	12	0	0	0	0	0.01298701299	0	0	
